waveSize,wTimeStamp,precipitation,windSpeed,locationName
13.56,2011-06-01 11:44:07,1,6.63,Dendrohyrax brucel
24.71,2020-10-03 03:05:06,1,12.04,Dipodomys deserti
3.19,1990-02-23 10:18:28,0,17.76,Deroptyus accipitrinus
18.11,2006-12-20 06:42:24,0,22.8,Bettongia penicillata
19.13,2015-06-10 04:18:52,1,17.6,Dendrohyrax brucel
12.54,2001-02-26 07:51:22,0,17.7,Phalacrocorax carbo
21.68,1996-04-21 11:33:27,0,17.16,Agama sp.
18.56,2014-09-26 08:41:32,0,13.45,Cyrtodactylus louisiadensis
4.91,2002-09-08 05:32:37,1,21.65,Antidorcas marsupialis
7.32,2004-03-11 01:03:0,0,20.61,Cercatetus concinnus
5.91,2021-09-23 01:28:09,0,23.56,Mirounga angustirostris
9.89,2015-10-15 03:33:17,0,8.5,Lamprotornis nitens
18.26,2012-04-14 07:50:24,0,13.49,Chelodina longicollis
24.26,1999-04-11 03:39:06,0,13.66,Mirounga angustirostris
10,2016-06-16 01:10:0,1,24.84,Ephippiorhynchus mycteria
17.43,1997-10-15 09:0:28,1,22.55,Mirounga angustirostris
23.76,1998-04-10 12:34:01,0,9.39,Erethizon dorsatum
0.24,2011-08-23 05:29:36,1,6.49,Cyrtodactylus louisiadensis
0.51,1997-10-25 01:43:44,0,4.04,Ciconia episcopus
20.32,1994-09-17 12:53:24,0,0.05,Paradoxurus hermaphroditus
2.22,2020-10-02 05:48:53,1,8.09,Corvus albicollis
23.12,2008-12-18 11:04:02,0,23.17,Corvus brachyrhynchos
20.12,2004-02-24 01:25:16,1,13.49,Pterocles gutturalis
15.29,1995-05-08 02:35:19,0,13.01,Ciconia episcopus
5.9,2001-11-09 12:16:28,0,15.63,Vanellus sp.
6.19,1997-11-21 07:21:57,1,10.3,Coluber constrictor
19.49,1997-06-04 03:17:26,1,20.81,Pterocles gutturalis
2.61,1997-06-25 04:35:40,1,6.22,Tiliqua scincoides
23.33,1993-08-15 06:28:20,0,16.48,Lamprotornis nitens
11.37,2012-03-16 12:16:10,1,2.15,Phascogale calura
0.97,2007-10-17 02:13:06,1,12.99,Agama sp.
3.43,1994-03-15 12:30:34,0,24.06,Falco mexicanus
13.65,2005-05-23 06:12:29,1,8.4,Connochaetus taurinus
13.92,2022-05-15 01:50:0,1,21.46,Rangifer tarandus
13.43,2023-08-12 07:39:55,1,21.8,Chauna torquata
4.72,1997-05-17 04:19:46,1,2.18,Alligator mississippiensis
10.57,2006-01-03 12:44:32,0,7.71,Chelodina longicollis
3.23,1999-07-02 04:16:31,0,1.47,Colobus guerza
10.29,1993-07-21 01:13:31,0,6.19,Cacatua tenuirostris
17.17,1993-10-11 11:16:27,1,1.47,Chloephaga melanoptera
3.66,2017-03-05 08:03:17,1,2.31,Falco mexicanus
13.11,1990-02-20 05:08:30,1,7.24,Meleagris gallopavo
23.21,2000-01-17 12:50:38,0,2.31,Falco mexicanus
6.63,2011-02-21 01:48:54,0,14.23,Corvus albicollis
18.46,1996-11-27 11:17:34,1,15.82,Erethizon dorsatum
19.1,2019-05-10 01:31:0,1,2.41,Anhinga rufa
11.31,2014-09-22 10:51:56,0,23.06,Chelodina longicollis
3.34,1991-06-07 10:56:29,0,15.82,Lamprotornis nitens
19.97,2009-09-20 01:49:43,1,23.36,Eudyptula minor
3.39,2020-08-11 11:06:42,1,11.75,Vanellus sp.
16.94,2009-02-14 12:0:49,1,15.5,Cacatua tenuirostris
5.69,2019-12-09 12:38:23,1,13,Gopherus agassizii
2.57,1994-09-25 10:18:19,1,24.1,Phascogale calura
1.02,2007-07-11 03:39:32,1,2.84,Vanellus sp.
12.92,2004-10-22 02:53:28,1,3.3,Chauna torquata
10.61,2019-01-06 04:28:24,0,14.58,Larus dominicanus
17.14,2000-09-02 10:23:48,1,23.3,Oxybelis sp.
15.66,1993-10-12 06:38:22,1,11.26,Corvus albicollis
4.51,1995-09-10 08:26:47,1,9.06,Bradypus tridactylus
22.88,2004-11-05 11:22:28,0,24.42,Notechis semmiannulatus
10.26,2020-05-22 02:36:01,1,20.37,Ciconia episcopus
14.67,2022-07-26 01:55:27,0,22.74,Cynomys ludovicianus
1.19,2020-10-13 10:28:01,1,12.96,Chloephaga melanoptera
7.15,2002-03-22 07:29:36,0,5.66,unavailable
22.47,2016-09-09 02:52:12,0,10.31,Felis caracal
0.89,2009-03-07 09:16:23,1,3.25,Acridotheres tristis
19.73,2003-08-02 02:30:36,0,15.83,Mirounga angustirostris
1.67,1995-12-26 05:0:58,0,7.72,Papio cynocephalus
22.68,2014-04-05 08:16:58,1,24.24,Antidorcas marsupialis
16.23,1997-02-26 11:29:59,0,6.93,Sula dactylatra
24.21,2007-05-09 10:21:59,1,2.71,Redunca redunca
22.63,2021-12-19 05:21:22,1,14.35,Gymnorhina tibicen
10.57,1995-12-24 05:31:12,1,21.44,Gopherus agassizii
13.03,2008-11-01 05:01:53,0,10.72,Rangifer tarandus
0.35,2008-05-06 08:55:59,1,16.62,Antidorcas marsupialis
9.41,1995-11-07 04:05:18,1,9.02,Notechis semmiannulatus
15.47,2018-10-11 05:05:04,1,14.03,Chelodina longicollis
20.49,1995-11-02 09:53:23,0,18.72,Cercatetus concinnus
8.08,2015-03-15 10:21:34,0,12.68,Phascogale calura
14.95,2013-08-18 09:31:57,0,0.32,Gopherus agassizii
21.64,2022-08-19 02:27:21,1,6.64,Ciconia episcopus
24.8,2007-11-06 04:18:15,0,13.57,Spermophilus parryii
24.29,2014-10-07 07:29:07,1,23.75,Eurocephalus anguitimens
13.32,2001-06-16 06:14:06,0,0.65,Connochaetus taurinus
2.04,2011-03-02 02:45:25,0,6.53,Pseudalopex gymnocercus
0.04,2021-09-08 01:02:30,1,18.57,Dipodomys deserti
21.51,1994-12-02 04:01:12,0,17.22,Buteo jamaicensis
9.83,2004-07-04 12:07:22,1,10.26,Erethizon dorsatum
22.88,2019-07-24 09:34:11,1,7.68,Dipodomys deserti
22.85,1996-06-17 06:37:43,1,22.75,Agama sp.
6.96,1995-04-16 10:55:33,1,14.6,Erethizon dorsatum
20.44,2003-03-08 03:20:15,1,5.25,Agama sp.
22.53,1993-06-13 12:46:55,0,9.32,Chloephaga melanoptera
9.69,2016-07-21 11:0:43,0,19.63,Cyrtodactylus louisiadensis
17.01,2016-11-10 12:37:26,0,15.58,Mirounga angustirostris
14.3,2008-12-10 02:52:09,1,3.46,Connochaetus taurinus
17.54,1991-08-01 08:10:49,0,4.52,Lama glama
8.76,1990-11-10 09:08:24,1,9.73,Sylvicapra grimma
12.11,2023-03-15 02:05:21,0,11.41,Bradypus tridactylus
15.82,2010-04-04 12:38:37,0,17.59,Sula dactylatra
2.28,2005-12-05 05:20:06,1,10.26,Redunca redunca
18.21,1996-05-09 02:34:02,1,1.65,Cynomys ludovicianus
18.19,1999-01-20 05:11:23,0,11.45,Cercatetus concinnus
23.2,2010-09-12 07:02:48,0,6.02,Eudyptula minor
3.71,1994-10-16 10:12:12,1,15.01,Colobus guerza
6.41,2012-03-13 10:31:24,0,1.48,Canis mesomelas
19.61,1992-08-27 12:30:29,0,21.09,Colobus guerza
15.93,2020-11-20 02:50:01,0,8.16,Pseudalopex gymnocercus
9.13,2006-10-15 01:06:30,1,4.42,Haematopus ater
17.82,1998-03-05 06:18:32,0,22.64,Ciconia episcopus
15.3,1991-05-26 04:19:13,0,4.96,Coluber constrictor
12.3,1991-01-25 11:01:55,0,7.08,Felis caracal
15.74,1997-12-12 08:55:11,0,2.43,Redunca redunca
14.25,1990-11-04 05:15:13,0,20.23,Chionis alba
10.22,2023-07-23 04:34:18,1,9.31,Estrilda erythronotos
15.15,2001-06-14 12:02:31,1,22.59,Conolophus subcristatus
9.77,2022-11-25 01:08:29,0,19.29,Bubalus arnee
19.95,1997-03-05 12:05:03,1,8.07,Conolophus subcristatus
23.45,1999-11-03 04:51:40,0,7.72,Tiliqua scincoides
6.42,2021-05-08 08:54:40,0,7.18,Damaliscus lunatus
24.44,2011-09-17 11:18:27,1,13.85,Sylvicapra grimma
7.99,2002-04-23 12:49:03,0,10.95,Pseudalopex gymnocercus
22.73,2022-09-17 01:0:48,1,14.63,Cyrtodactylus louisiadensis
19.44,1998-04-16 12:20:23,0,15.54,Anhinga rufa
24.28,2016-11-04 02:25:41,0,20.24,Bubalus arnee
10.18,1994-12-25 09:54:35,1,12.15,Eudyptula minor
7.83,2019-02-11 09:38:17,1,19.92,Vanellus sp.
6.11,2018-08-19 06:24:38,1,20.49,Ephippiorhynchus mycteria
23.63,2010-03-13 06:15:51,0,16.64,Anhinga rufa
13.21,2020-11-13 07:49:31,1,4.33,Coluber constrictor
4.72,2013-06-13 07:10:54,1,7.93,Mirounga angustirostris
22.4,2017-01-04 06:59:35,0,9.08,Chloephaga melanoptera
6.52,2012-02-25 08:21:46,1,7.19,Sylvicapra grimma
0.72,1995-07-14 03:56:47,1,8.43,Corvus brachyrhynchos
20.64,1994-01-24 02:38:18,1,11.38,Damaliscus lunatus
5.39,2013-02-07 10:55:42,1,23.61,Papio cynocephalus
1.9,1998-12-27 10:40:26,0,6.21,Melanerpes erythrocephalus
4.5,1991-11-25 12:44:12,0,3.01,Bubalus arnee
8.1,2013-07-26 11:11:36,0,21.95,Lamprotornis nitens
3.6,2002-08-13 05:55:16,1,18.56,Falco mexicanus
6.46,2011-12-05 08:10:29,1,13.55,Coluber constrictor
20.7,1993-02-14 08:38:32,1,15.34,Melanerpes erythrocephalus
13.8,2004-01-27 05:28:08,0,24.73,Haematopus ater
22.49,2019-11-12 08:07:49,0,14.59,Connochaetus taurinus
23.62,2014-11-13 03:41:33,1,11.63,Tiliqua scincoides
4.22,2004-12-05 09:05:30,1,20.08,Coluber constrictor
19.99,1994-01-04 02:25:18,0,6.68,Chlamydosaurus kingii
3.15,1997-08-22 08:09:30,0,24.29,Dipodomys deserti
7.01,2017-05-12 03:24:14,1,14.84,Colobus guerza
21.38,1990-03-05 07:52:12,1,18.61,Canis aureus
10.15,1997-08-23 04:23:04,1,23.69,Notechis semmiannulatus
7.71,2010-08-04 10:18:21,1,1.38,Sula dactylatra
2.62,1998-10-12 03:35:21,1,19.96,Felis caracal
2.46,2007-01-10 03:53:59,1,18.99,Chlamydosaurus kingii
1.02,2008-05-11 08:16:28,1,22.47,Cyrtodactylus louisiadensis
8.67,1999-05-19 08:02:38,0,23.08,Drymarchon corias couperi
5.43,1994-10-05 10:59:02,1,15.13,Connochaetus taurinus
9.82,2001-01-20 09:21:22,1,5.53,Erethizon dorsatum
11.41,1995-12-11 12:02:55,1,24.11,Ephippiorhynchus mycteria
5.06,2009-04-06 12:13:27,0,3.69,Sylvicapra grimma
10.48,1996-08-01 08:27:47,1,3.41,Chauna torquata
10.12,2019-03-25 01:20:02,0,15.41,Erethizon dorsatum
11.54,1994-09-18 06:20:53,1,12.58,Ephippiorhynchus mycteria
3.29,2022-10-09 08:23:41,0,9.47,Naja nivea
11.92,1999-06-13 01:04:04,0,16.6,Cyrtodactylus louisiadensis
6.5,2022-04-05 06:55:43,1,12.16,Cyrtodactylus louisiadensis
22.9,2000-04-23 09:20:35,0,8.16,Myiarchus tuberculifer
13.23,2009-12-15 08:14:05,0,18.22,Felis caracal
5.71,2018-01-04 03:09:44,1,4.39,Chlamydosaurus kingii
16.06,1998-04-04 04:43:24,0,21.48,Cynomys ludovicianus
17.28,2001-09-17 04:05:10,1,12.95,Phalacrocorax niger
14.83,1999-01-24 09:59:56,1,20.93,Ephippiorhynchus mycteria
4.19,2001-01-09 09:05:0,1,0.53,Papio cynocephalus
17.19,2020-11-11 06:38:42,0,21.14,Meleagris gallopavo
6.74,2005-07-24 12:48:23,1,11.27,Oxybelis sp.
8.15,2003-08-06 05:25:33,1,10.29,Drymarchon corias couperi
6.33,2018-07-20 05:21:44,1,11,Coluber constrictor
10.08,2021-02-09 08:59:40,0,14.78,Corvus brachyrhynchos
9.25,2010-09-11 01:52:15,0,24.9,Chauna torquata
19.06,2013-10-17 02:34:55,0,21.23,Dasypus novemcinctus
12.61,2016-05-18 09:11:19,1,6.78,Rangifer tarandus
7.95,1990-04-23 03:11:08,0,7.08,Melanerpes erythrocephalus
22.18,2021-02-02 02:08:50,1,10.07,Corvus brachyrhynchos
3.43,2004-07-14 09:24:59,0,5.99,Bubalus arnee
19.1,2022-01-07 03:10:16,0,1.72,Phalacrocorax niger
20.66,2009-12-26 07:07:34,1,2.13,Larus dominicanus
4.84,1991-02-12 07:13:20,0,11.63,Falco mexicanus
5.24,1996-10-10 07:41:38,1,18.44,Haematopus ater
6.64,2022-04-07 11:06:13,1,17.8,Drymarchon corias couperi
11.68,2008-03-23 04:47:40,1,6.13,Ciconia episcopus
16.61,2005-04-02 03:49:56,1,9.72,Canis mesomelas
17.67,1993-09-21 07:19:33,1,2.15,Damaliscus lunatus
1.37,2004-08-20 05:02:49,0,9.87,Chionis alba
4.36,2020-06-12 05:55:41,0,5.65,Cercatetus concinnus
2.21,2007-04-02 12:46:15,0,8.24,Meleagris gallopavo
21.1,2000-07-07 05:54:02,1,19.17,Chloephaga melanoptera
8.39,2009-08-21 11:57:48,0,23.31,Sylvicapra grimma
13.12,2014-06-02 09:07:30,1,1.74,Canis mesomelas
3.53,2008-08-07 01:48:55,0,16.2,Bucorvus leadbeateri
19.22,2012-08-14 05:27:36,0,23.62,Drymarchon corias couperi
21.69,1999-12-08 07:36:19,1,6.42,Notechis semmiannulatus
20.83,2008-11-12 08:46:14,1,4.9,Canis aureus
20.35,2000-01-22 09:29:36,0,14.23,Agama sp.
18.75,2001-11-07 02:21:19,0,21.91,Mirounga angustirostris
0.67,2005-07-09 04:53:59,1,0.05,Ephippiorhynchus mycteria
10.19,2012-10-04 02:47:46,0,3.17,Sylvicapra grimma
18.67,1995-06-18 06:46:08,0,7.57,Alligator mississippiensis
18.87,1993-09-22 02:32:40,0,8.69,Anhinga rufa
14.56,2015-05-07 09:29:18,1,5.3,Chloephaga melanoptera
9.31,2001-02-03 05:39:43,0,19.23,Corvus albicollis
21.73,2008-02-10 03:53:18,0,0.29,Gopherus agassizii
16.31,2001-06-22 11:13:56,0,15.54,Conolophus subcristatus
2.99,2011-10-10 02:22:50,0,22.48,Crotalus triseriatus
6.06,1995-04-01 08:03:02,0,6.58,Colobus guerza
23.49,2003-06-23 08:53:20,1,21.01,Chionis alba
2.37,2018-06-23 06:26:54,1,6.08,Larus dominicanus
10.67,2007-01-07 09:22:59,0,22.66,Coluber constrictor
3.64,2022-05-18 12:38:41,1,16.13,Ephippiorhynchus mycteria
18.2,2019-04-17 10:20:30,0,2.18,Dendrohyrax brucel
10.34,2010-03-12 10:07:36,0,3.07,Canis mesomelas
21.65,2008-08-25 01:51:23,1,7.74,Anhinga rufa
23.79,1991-07-16 10:38:56,0,5.26,Chlamydosaurus kingii
15.04,2011-09-17 11:08:29,1,0.04,Dendrohyrax brucel
17.91,2018-05-03 01:47:05,0,4.71,Phalacrocorax niger
10.6,2019-03-21 06:18:32,0,14.78,Colobus guerza
12.93,2021-05-13 04:15:08,1,1.59,Pseudalopex gymnocercus
16.83,1990-07-12 05:55:11,1,4.56,Cacatua tenuirostris
0.85,1991-12-05 03:51:40,1,22.42,Acridotheres tristis
16.27,1990-01-02 07:39:59,0,9.56,Sula dactylatra
18.81,2003-07-08 06:16:22,1,19.8,Eurocephalus anguitimens
19.07,1997-10-08 11:15:35,1,11.9,Corvus albicollis
14.33,2016-03-17 02:53:44,0,10.57,Semnopithecus entellus
20.64,1990-03-25 07:50:28,1,0.54,Pterocles gutturalis
13.19,2000-06-05 08:13:50,1,2.96,Lama glama
20.93,2014-04-21 05:12:52,1,2.21,Damaliscus lunatus
17.23,2004-05-09 07:29:58,1,15.26,Anhinga rufa
2.8,2013-09-07 05:14:09,0,16.27,Fregata magnificans
0.22,1992-09-21 12:39:32,0,12.98,Bettongia penicillata
11.37,2016-04-05 01:02:44,0,7.6,Canis aureus
20.53,1992-06-08 08:28:35,1,14.36,Bubalus arnee
17.32,2009-09-10 01:21:39,1,14.64,Chauna torquata
13.67,2003-04-13 03:08:18,1,22.24,Gopherus agassizii
22.2,2010-09-18 02:59:51,0,13.19,Erethizon dorsatum
9.2,1990-03-06 12:47:17,0,3.02,Cynomys ludovicianus
12.55,2022-07-21 06:46:48,1,14.95,Drymarchon corias couperi
1.7,2013-09-05 01:36:55,1,8.39,Melanerpes erythrocephalus
22.81,2011-05-01 06:50:24,0,14.14,Deroptyus accipitrinus
15.55,2022-05-22 05:55:52,0,14.05,Larus dominicanus
0.42,1999-08-02 03:08:24,1,0.28,Melanerpes erythrocephalus
18.54,1994-10-23 07:34:22,1,21.97,Eudyptula minor
23.3,2021-09-12 09:41:24,1,15.22,Acridotheres tristis
17.18,1996-12-12 01:01:57,1,3.7,Lamprotornis nitens
11.68,2001-11-19 01:0:05,1,21.24,Haematopus ater
3.3,2002-05-25 10:05:59,1,15.85,Sula dactylatra
9.54,2018-09-25 02:26:36,1,1.24,Vanellus sp.
3.13,2021-05-15 06:03:30,0,6.51,Pseudalopex gymnocercus
16.89,1997-06-13 08:55:53,1,19.19,Felis caracal
2.71,1991-06-13 10:11:42,1,16.19,Ciconia episcopus
8.5,1994-02-12 04:10:35,1,9.33,Alligator mississippiensis
2.62,2004-02-04 01:09:28,0,2.73,Falco mexicanus
23.12,2010-11-10 12:59:37,1,12.59,Deroptyus accipitrinus
18.26,2009-08-05 06:33:22,0,6.84,Naja nivea
24.42,2005-07-13 07:52:55,1,22.42,Papio cynocephalus
21.2,2004-04-03 11:23:21,0,10.39,Buteo jamaicensis
0.66,2022-04-07 11:10:09,0,18.27,Sylvicapra grimma
5.99,2019-04-11 05:20:31,1,17.41,Mirounga angustirostris
17.96,1999-10-05 03:32:17,0,17.76,Cynictis penicillata
12.68,1998-07-08 03:26:32,0,23.88,Crotalus triseriatus
9.52,2003-07-18 07:0:03,1,24.16,Felis caracal
11.6,2010-01-23 03:01:25,0,19.36,Dendrohyrax brucel
5.64,2013-06-04 09:49:24,1,9.44,Acridotheres tristis
9.07,2018-11-11 10:32:21,1,5.46,Phalacrocorax niger
13.28,2001-08-25 12:27:08,1,20.13,Lama glama
13.55,2022-12-19 07:23:44,0,4.57,Dendrohyrax brucel
19.23,2014-07-01 09:43:28,1,10.7,Eurocephalus anguitimens
10.31,2023-04-20 06:14:59,1,24.81,Cercatetus concinnus
20.39,2018-11-23 11:34:30,1,23.98,Canis mesomelas
4.76,2019-05-05 02:19:12,0,0.85,Chlamydosaurus kingii
23.65,2010-10-27 07:40:56,0,11.19,Estrilda erythronotos
16.66,1996-01-03 04:25:11,0,0.09,Chauna torquata
8.91,2011-04-01 11:32:35,1,6.34,Falco mexicanus
18.92,2004-10-08 07:17:57,0,19.87,Damaliscus lunatus
18.15,2017-04-18 05:43:54,1,18.49,Conolophus subcristatus
18.29,1993-02-19 09:49:18,0,17.59,Melanerpes erythrocephalus
11.79,2011-11-16 12:19:11,0,13.53,Erethizon dorsatum
10.76,1999-10-07 02:33:17,1,6.68,Connochaetus taurinus
1.61,2023-09-13 07:23:54,0,22.42,Meleagris gallopavo
8.48,2006-07-27 04:36:55,1,20.66,Anhinga rufa
5.65,2023-10-06 06:20:42,1,2.61,Semnopithecus entellus
15.35,2021-10-21 07:58:01,1,13.62,Gopherus agassizii
8.15,2018-06-17 12:40:0,1,5.56,Spermophilus parryii
15.11,1996-12-08 11:03:09,1,13.61,Conolophus subcristatus
1.33,2018-08-16 01:01:24,0,13.16,Estrilda erythronotos
1.04,1997-09-16 03:58:31,0,14.24,Ephippiorhynchus mycteria
24.77,2003-05-14 03:44:45,0,10.39,Larus dominicanus
15.45,2017-07-16 07:52:32,1,8.23,Tiliqua scincoides
15.76,1993-08-21 01:47:24,0,12.97,Dipodomys deserti
0.12,2012-10-14 03:25:23,1,13.33,Sylvicapra grimma
8.39,1991-10-21 11:48:42,0,17.13,Corvus albicollis
14.59,1992-01-20 03:25:53,0,9.02,Chlamydosaurus kingii
1.08,2003-01-11 07:12:06,1,16.41,Alligator mississippiensis
17.44,2022-04-09 01:22:54,1,10.35,Redunca redunca
16.89,1992-10-26 05:30:08,0,1.62,Vanellus sp.
9.56,2023-05-16 04:56:48,0,10.68,Estrilda erythronotos
22.8,2008-01-08 01:25:35,1,4.1,Chlamydosaurus kingii
12.66,1998-04-25 05:04:30,0,7.42,Bettongia penicillata
10.22,2020-11-06 07:14:54,0,22.45,Anhinga rufa
0.45,1994-06-17 01:0:54,0,7.14,Ephippiorhynchus mycteria
13.31,2012-05-01 10:21:49,1,11.23,Eudyptula minor
13.67,1997-08-03 10:47:31,0,7.78,Anhinga rufa
17.34,2016-04-22 11:55:03,0,13.3,Chelodina longicollis
11.26,2005-04-05 08:01:02,0,10.97,Canis mesomelas
3.14,2005-03-11 05:16:44,0,7.66,Crotalus triseriatus
11.76,2017-10-22 04:49:36,0,11.5,Colobus guerza
9.1,2011-04-22 12:04:20,1,7.43,Eudyptula minor
11.04,1995-06-25 08:04:17,1,21.2,Agama sp.
10.67,2009-02-11 04:54:33,0,23.92,Dendrohyrax brucel
1.37,2020-08-12 04:52:50,1,18.78,Naja nivea
12.72,2000-07-13 02:53:21,0,1.47,Conolophus subcristatus
15.22,2014-07-05 06:29:28,0,7.89,Buteo jamaicensis
10.17,2004-05-03 04:09:46,1,9.55,Bubalus arnee
21.5,1992-04-24 03:15:26,0,5.71,Deroptyus accipitrinus
7.16,2021-01-20 09:48:33,1,22.5,Damaliscus lunatus
1.15,2021-10-08 07:0:06,0,15.31,Anhinga rufa
22.45,1997-04-08 07:30:46,0,8.56,Cacatua tenuirostris
2.38,1997-02-11 06:30:49,1,3.17,Corvus brachyrhynchos
5.86,2018-12-08 10:36:32,1,18.91,Lamprotornis nitens
14.64,2013-02-18 03:57:38,1,6.66,Cynictis penicillata
1.24,2011-04-12 01:56:51,0,15.27,Vanellus sp.
4.07,2004-08-11 08:14:31,1,24.64,Antidorcas marsupialis
1.53,2021-01-22 01:34:0,1,7.87,Canis aureus
7.54,2000-04-27 04:58:16,0,3.75,Pseudalopex gymnocercus
4.12,2000-05-23 04:43:35,1,8.03,Acridotheres tristis
8.95,2014-04-05 05:13:0,1,24.91,Lama glama
8.89,2002-06-19 01:24:49,1,0.48,Haematopus ater
1.69,2010-09-22 08:56:21,1,17.17,Phalacrocorax carbo
14.12,2001-08-09 07:30:26,0,0.93,Dipodomys deserti
22.98,2014-05-01 04:33:58,0,6.56,Tiliqua scincoides
6.78,2010-11-09 01:57:10,0,24.61,Conolophus subcristatus
15.78,2018-09-01 12:41:41,1,15.79,Chloephaga melanoptera
4.2,2018-01-04 09:02:57,1,15.11,Deroptyus accipitrinus
20.37,2008-04-08 04:50:01,1,12.32,Cynictis penicillata
11.48,2012-09-27 06:03:19,0,0.58,Chelodina longicollis
24.59,2007-09-22 02:42:20,0,6.92,Sylvicapra grimma
1.26,1998-01-17 12:57:25,1,1.27,Pterocles gutturalis
23.03,1996-10-07 08:34:03,1,24.35,Drymarchon corias couperi
6.56,2019-07-14 09:17:23,0,1.86,Coluber constrictor
10.15,2013-04-18 06:58:44,0,23.92,Spermophilus parryii
9.6,2006-07-01 04:09:36,1,22.05,Canis mesomelas
4.12,1996-07-05 12:53:21,1,12.78,Felis caracal
19.73,1994-06-25 12:07:10,1,2.36,Larus dominicanus
22.41,2008-11-22 07:51:44,1,23.56,Bradypus tridactylus
2.07,2005-05-14 07:0:32,1,17.14,Deroptyus accipitrinus
11.12,1990-07-06 12:17:19,1,11.02,Cynictis penicillata
5.65,2009-01-05 09:29:46,1,12.64,Connochaetus taurinus
11.51,2003-05-10 04:18:12,0,0.33,Larus dominicanus
14.71,2005-08-07 02:49:25,1,5.63,Anhinga rufa
6.84,2018-12-17 06:34:17,1,18.01,Pterocles gutturalis
9.91,2019-06-21 08:42:21,1,9.71,Coluber constrictor
1.41,2023-11-19 06:42:43,0,15.16,Agama sp.
9.06,2017-06-24 09:46:36,1,8.9,Coluber constrictor
7.07,2001-06-09 05:39:09,0,23.34,Canis aureus
3.91,2004-06-02 10:41:27,1,6.43,Notechis semmiannulatus
10.18,2007-02-24 02:29:09,0,11.08,Sula dactylatra
19.96,1991-01-20 05:44:05,0,9.97,Semnopithecus entellus
10.82,2004-08-18 03:55:24,1,0.57,Mirounga angustirostris
5.88,1994-07-04 06:53:13,0,9.56,Pterocles gutturalis
17.77,2011-01-03 11:04:25,0,11.72,Bettongia penicillata
19.65,2006-11-18 12:44:04,1,19.08,Phascogale calura
2.79,1993-12-06 05:55:15,0,20.89,Corvus albicollis
6.27,2012-02-08 07:01:45,1,5.09,Drymarchon corias couperi
1.52,2016-06-23 10:27:39,1,14.28,Alligator mississippiensis
23.25,2020-05-07 04:42:15,1,24.58,Bettongia penicillata
5.3,2012-01-05 08:36:33,0,14.47,Naja nivea
22.49,2015-06-02 05:27:10,1,12.16,Estrilda erythronotos
15.24,2016-06-18 12:11:10,1,6.74,Drymarchon corias couperi
20.38,2011-05-17 04:10:16,1,1.65,Pseudalopex gymnocercus
12.8,2021-11-26 07:06:57,0,17.84,Buteo jamaicensis
10.57,2007-10-25 08:54:04,0,10.39,Dipodomys deserti
9.81,2017-01-18 04:24:51,0,1.66,Chloephaga melanoptera
8.15,2007-03-12 11:11:53,1,22,Tiliqua scincoides
18.34,2011-11-04 07:54:53,0,23.54,Corvus brachyrhynchos
7.48,2006-12-11 11:24:10,1,12.6,Ciconia episcopus
6.18,2011-01-10 04:49:29,0,7.78,Sylvicapra grimma
17.39,2011-05-25 10:16:10,0,1.52,Conolophus subcristatus
2.71,2023-11-05 12:26:21,1,13.71,Damaliscus lunatus
1.05,2013-10-03 01:55:47,0,5.79,Phascogale calura
11.81,2012-02-27 01:31:38,1,1.42,Larus dominicanus
15.04,2003-07-02 12:50:51,1,22.45,Cacatua tenuirostris
7.47,2016-06-21 03:46:11,1,10.37,Chloephaga melanoptera
14.69,2023-10-24 04:03:11,1,22.13,Dipodomys deserti
15.09,2013-10-21 08:49:36,1,16.77,unavailable
13.3,2007-01-26 11:27:25,0,1.25,Cynomys ludovicianus
20.65,1995-09-12 12:48:27,0,17.13,Semnopithecus entellus
1.62,2003-03-05 12:12:23,0,9.7,Cynictis penicillata
18.82,2019-07-27 06:26:45,1,10.95,Dendrohyrax brucel
23.71,2017-02-07 08:59:56,0,12.21,Antidorcas marsupialis
18.21,2006-03-11 06:27:45,1,4.98,Erethizon dorsatum
9.42,2018-08-03 09:42:10,0,20.52,Vanellus sp.
13.64,2014-04-12 06:13:09,0,1.42,Melanerpes erythrocephalus
0.81,1993-01-17 07:30:17,1,0.65,Chauna torquata
6.97,2021-08-02 09:24:31,1,16.8,Gymnorhina tibicen
13.36,2006-12-20 03:43:47,0,21.8,Coluber constrictor
4.6,2013-08-26 01:41:48,0,15.95,Antidorcas marsupialis
8.3,2007-09-17 06:36:34,1,13.25,Conolophus subcristatus
14.27,1991-02-19 04:09:49,0,2.45,Felis caracal
16.17,2015-06-07 09:53:18,0,16.12,Naja nivea
0.92,2003-01-21 02:09:54,0,21.77,Damaliscus lunatus
1.93,1990-06-23 05:57:06,1,9.73,Lama glama
16.08,1996-04-24 07:52:25,0,21.76,Chloephaga melanoptera
20.83,2011-07-02 05:40:0,0,12.9,Drymarchon corias couperi
5.62,2009-07-24 02:51:27,0,1.46,Pseudalopex gymnocercus
16.57,2023-10-01 07:21:33,0,22.03,Anhinga rufa
13.73,2020-11-22 08:22:52,0,2.78,Chlamydosaurus kingii
16.67,2017-03-10 12:07:51,1,20.55,Eurocephalus anguitimens
14.97,2015-05-05 08:50:01,1,9.52,Phascogale calura
4.93,2009-03-01 04:35:57,0,14.62,Dipodomys deserti
