descript,cTimeStamp,userId,postId
Earum explicatis et ut dixi ad lineam,2022-02-11 03:32:53,11,210
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2012-08-11 05:55:08,12,584
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2014-04-02 06:09:15,7,528
A natura ipsa iudicari Ea quid percipit aut quid,1992-03-02 04:29:51,7,517
Delectamur cum scribimus quis est tam invidus,2005-04-13 08:05:31,14,278
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,1993-06-17 05:56:40,14,360
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2016-07-04 02:54:20,13,254
Iucundo motu voluptatis Sin autem summa voluptas,2003-08-16 06:54:52,8,199
Malint modo legant illa ipsa ne simulent et,2001-03-02 04:14:50,12,259
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2011-06-14 12:34:43,14,576
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2007-09-14 09:41:43,5,358
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,1993-06-02 05:44:21,6,101
Sunt qua ante quam nati et ad eos,1995-02-19 09:51:34,10,523
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1997-12-19 07:45:35,6,485
Divina illa ingenia transferrem Sed id,2017-01-03 12:25:05,11,578
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2019-01-09 07:14:04,13,385
Servire qui vel utrisque litteris uti velint vel si suas habent,2015-04-25 09:18:42,13,388
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2009-07-25 06:27:35,11,303
Et ortum esse e corpore et ad corpus referri,2012-12-27 10:06:42,9,581
Ponatur sed sine hoc institutionem omnino,2001-07-12 05:13:57,8,289
Ne simulent et iis servire qui vel,2003-03-17 11:42:04,9,96
Laetamur iis quae recordamur Stulti autem malorum memoria,2016-05-18 05:45:21,6,492
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2004-02-11 06:27:57,15,186
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2008-11-02 08:39:46,10,276
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2018-06-03 09:25:17,7,256
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2004-03-17 09:53:03,13,122
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,1995-11-06 01:05:36,13,71
Non placuit Epicuro medium esse quiddam inter dolorem,2011-09-11 11:37:15,7,6
Nec medium nec ultimum nec extremum sit ita ferri ut,1990-02-24 03:08:43,10,563
Rerum facilis est et ad usus civium non inutile nosque,2014-01-16 10:11:43,11,558
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2001-05-06 07:37:10,5,579
Nisi nescio quam illam umbram quod appellant honestum non,2015-06-15 02:05:59,9,260
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,1998-06-12 09:57:22,6,385
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1994-03-23 03:16:27,6,249
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2012-09-02 04:27:42,12,48
Libris quaeritur qui sit finis quid,1998-01-09 02:56:58,13,425
Plurimum afferat Nam diligi et carum esse iucundum,2011-04-14 04:03:32,7,295
Tantum enim esse censet quantus videtur,1990-06-21 03:22:21,15,210
Malum est vivere cum dolore,2000-01-11 04:37:58,13,401
De finibus bonorum et malorum fere a,2021-11-13 09:23:20,6,233
Nihil afferrent quo iucundius id est voluptatem et dolorem,2001-09-18 01:26:39,7,581
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2000-10-24 10:29:50,13,395
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2005-07-21 07:02:28,7,598
Ferrentur et ut dixi ad lineam numquam fore ut,2015-04-22 12:25:33,7,5
Iudicium retinent ne voluptate victi faciant id quod propositum,1995-12-07 11:55:27,12,587
Et urbane Stoicos irridente statua est in eo quod,2014-12-21 09:11:51,13,300
Non inviti legant Quis enim tam,2001-09-25 10:03:08,8,116
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2007-01-20 02:04:26,11,512
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,1998-12-09 10:44:02,9,521
Beatus Multoque hoc melius nos veriusque quam Stoici,1994-05-05 12:22:11,7,463
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2022-12-01 10:32:01,6,384
Meis civibus si ad eorum cognitionem divina illa ingenia,2014-03-21 08:06:52,14,581
Vindicet et ipsius fortunae modice ferre doceat iniurias,2010-07-23 12:53:05,13,468
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2022-10-26 06:32:22,14,205
Epicuri sententia de voluptate a meque ei responsum,2018-12-21 09:04:22,14,577
Etiam oportet in eo quod semel admissum coerceri reprimique,1994-06-03 09:52:52,8,276
Iis servire qui vel utrisque litteris uti velint vel,2009-01-07 08:54:10,7,196
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2013-11-21 01:59:20,14,381
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2004-12-22 04:21:24,13,315
Quem ad modum sit affectus eum necesse,2021-11-20 06:08:01,8,544
Cum eas voluptates quae ad amicos pertinerent negarent,2005-05-17 02:39:25,13,249
Desideraret quia quod dolore caret id in hominum,2022-04-26 04:44:00,5,55
Sunt sic inprobitas si cuius in mente consedit,2005-12-26 03:35:02,9,301
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2001-12-05 02:40:27,10,131
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2013-01-09 12:34:44,12,602
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1997-06-08 04:53:20,11,150
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2007-05-01 01:45:37,11,97
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2000-06-18 01:15:35,6,158
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2007-08-06 10:12:46,6,568
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,1991-12-05 12:19:19,9,478
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,1994-12-02 04:15:42,5,581
Nihil sane -- 'At si voluptas esset bonum desideraret,2008-03-17 07:09:26,6,281
Ei responsum cum C Triarius in,2016-11-04 05:58:53,9,604
Iucunde Neque enim civitas in seditione beata esse,1996-10-22 04:27:02,9,458
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2022-12-03 05:14:57,10,381
Vel eum iure reprehenderit qui in una virtute,2015-01-16 04:16:56,9,275
Malum dolorem idque instituit docere sic Omne animal simul atque,2018-05-16 01:31:31,6,69
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2010-08-22 09:34:50,13,496
Philosophia defensa et collaudata est cum esset accusata,2023-04-24 03:37:08,9,118
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2017-10-07 05:56:36,14,370
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,1994-09-20 03:33:24,8,119
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2006-08-21 09:55:32,13,304
Ille quidem utrumque Phaedrum autem etiam,2023-02-06 10:16:33,12,428
Ut cognoscerem quoniam mihi ea facultas ut id apte,2019-10-05 03:50:17,13,134
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2002-01-08 06:55:30,12,402
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2022-03-26 07:04:15,10,604
Earum explicatis et ut dixi ad lineam,2001-10-10 05:44:02,8,167
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,1998-05-26 05:25:40,10,115
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2021-05-22 06:10:16,10,7
A natura ipsa iudicari Ea quid percipit aut quid,2013-01-25 06:12:59,13,392
Delectamur cum scribimus quis est tam invidus,2001-06-13 06:20:19,7,219
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2002-09-08 04:23:39,6,317
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2002-05-01 02:07:06,10,327
Iucundo motu voluptatis Sin autem summa voluptas,2014-03-27 07:21:11,12,385
Malint modo legant illa ipsa ne simulent et,2017-08-22 11:43:23,8,578
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2000-08-10 11:44:30,10,325
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2002-01-11 02:12:09,15,545
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2002-01-22 10:24:37,15,369
Sunt qua ante quam nati et ad eos,2000-05-20 08:12:23,5,211
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2001-08-04 02:39:45,13,416
Divina illa ingenia transferrem Sed id,1994-02-06 06:52:13,12,562
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2001-10-25 05:42:53,11,478
Servire qui vel utrisque litteris uti velint vel si suas habent,2003-07-12 01:11:35,10,113
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2004-05-18 06:14:30,12,530
Et ortum esse e corpore et ad corpus referri,2013-03-02 01:12:07,8,279
Ponatur sed sine hoc institutionem omnino,2014-02-15 06:58:57,8,257
Ne simulent et iis servire qui vel,2022-04-06 02:58:04,12,341
Laetamur iis quae recordamur Stulti autem malorum memoria,2012-08-09 12:39:56,13,580
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2014-01-05 02:56:04,13,116
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2004-04-04 07:25:15,8,420
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2002-04-09 07:54:24,10,10
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,1992-12-19 09:56:50,11,102
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2006-05-27 05:56:08,14,273
Non placuit Epicuro medium esse quiddam inter dolorem,2012-02-09 04:30:08,9,443
Nec medium nec ultimum nec extremum sit ita ferri ut,2003-06-06 10:59:06,7,442
Rerum facilis est et ad usus civium non inutile nosque,1996-06-12 11:41:09,11,81
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2020-12-24 04:24:32,9,377
Nisi nescio quam illam umbram quod appellant honestum non,2002-11-06 12:37:35,12,215
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,1992-01-11 12:11:57,5,570
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2021-06-08 01:51:14,5,92
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,1992-08-06 07:00:41,13,70
Libris quaeritur qui sit finis quid,2022-01-17 10:27:52,7,520
Plurimum afferat Nam diligi et carum esse iucundum,2004-12-08 08:45:34,12,296
Tantum enim esse censet quantus videtur,1997-10-24 06:05:54,12,400
Malum est vivere cum dolore,2018-11-26 06:38:58,15,99
De finibus bonorum et malorum fere a,2001-05-09 07:05:20,10,134
Nihil afferrent quo iucundius id est voluptatem et dolorem,2002-12-10 10:15:19,5,87
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2009-03-12 11:35:15,6,341
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2017-02-07 02:30:11,11,286
Ferrentur et ut dixi ad lineam numquam fore ut,2001-10-06 04:15:54,5,117
Iudicium retinent ne voluptate victi faciant id quod propositum,2005-11-05 10:14:40,12,540
Et urbane Stoicos irridente statua est in eo quod,2000-03-26 06:26:08,13,236
Non inviti legant Quis enim tam,1993-02-21 04:22:13,7,533
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1999-08-13 04:08:44,13,19
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,1991-08-01 01:24:58,15,332
Beatus Multoque hoc melius nos veriusque quam Stoici,2009-09-12 10:57:55,8,220
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1993-09-27 06:28:21,7,230
Meis civibus si ad eorum cognitionem divina illa ingenia,2013-01-24 01:16:19,8,517
Vindicet et ipsius fortunae modice ferre doceat iniurias,1998-01-27 05:20:21,8,474
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,1998-11-27 04:28:33,5,439
Epicuri sententia de voluptate a meque ei responsum,2017-09-27 10:46:37,13,219
Etiam oportet in eo quod semel admissum coerceri reprimique,2023-09-16 03:05:21,8,359
Iis servire qui vel utrisque litteris uti velint vel,2007-12-03 08:31:27,11,266
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2006-05-18 06:23:52,14,450
Nec quid eventurum sit provident ob eamque causam propter voluptatem,1998-08-07 10:41:17,13,240
Quem ad modum sit affectus eum necesse,2006-09-23 02:06:23,9,53
Cum eas voluptates quae ad amicos pertinerent negarent,2003-11-05 05:16:44,11,173
Desideraret quia quod dolore caret id in hominum,2000-02-27 04:13:04,10,337
Sunt sic inprobitas si cuius in mente consedit,2002-07-21 02:08:19,14,381
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2008-09-07 12:42:13,11,100
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2016-02-10 08:26:56,14,246
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1999-11-18 07:32:38,11,581
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,1994-04-19 09:29:21,15,120
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2005-05-25 03:10:06,11,319
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,1998-10-07 12:24:59,5,358
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2007-08-16 02:43:10,10,179
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2022-11-18 10:27:05,8,413
Nihil sane -- 'At si voluptas esset bonum desideraret,2017-02-08 08:31:42,7,403
Ei responsum cum C Triarius in,2021-01-06 04:40:58,7,502
Iucunde Neque enim civitas in seditione beata esse,2007-05-19 11:20:18,14,133
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2015-04-05 12:57:14,7,278
Vel eum iure reprehenderit qui in una virtute,2006-10-08 12:24:52,6,324
Malum dolorem idque instituit docere sic Omne animal simul atque,1993-12-18 04:39:18,6,394
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2021-06-24 09:40:16,8,15
Philosophia defensa et collaudata est cum esset accusata,2003-08-24 05:48:51,14,104
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2012-03-07 02:12:44,13,38
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2015-06-23 01:39:18,8,119
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2002-11-17 05:16:34,11,583
Ille quidem utrumque Phaedrum autem etiam,2004-07-22 01:18:59,13,178
Ut cognoscerem quoniam mihi ea facultas ut id apte,2022-10-26 09:21:53,12,114
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,1991-10-07 02:33:41,12,208
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2003-11-06 12:11:52,7,90
Earum explicatis et ut dixi ad lineam,2000-11-23 08:07:39,7,400
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2004-11-04 08:24:22,10,261
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,1996-08-03 03:52:50,11,350
A natura ipsa iudicari Ea quid percipit aut quid,2000-07-24 11:35:07,9,137
Delectamur cum scribimus quis est tam invidus,2005-05-02 10:24:13,10,20
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2000-12-23 08:26:16,9,72
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2002-02-05 06:54:33,13,425
Iucundo motu voluptatis Sin autem summa voluptas,2004-12-16 11:52:32,11,142
Malint modo legant illa ipsa ne simulent et,2020-12-02 07:00:38,6,590
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2005-11-02 06:36:43,12,215
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2011-07-18 05:36:32,7,181
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,1992-05-20 11:41:23,12,380
Sunt qua ante quam nati et ad eos,2009-07-13 06:47:23,7,252
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2005-07-18 09:39:55,7,341
Divina illa ingenia transferrem Sed id,2018-09-19 11:35:27,6,258
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2000-05-13 10:12:55,15,547
Servire qui vel utrisque litteris uti velint vel si suas habent,2017-04-21 02:45:24,12,265
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2013-12-05 08:20:36,10,371
Et ortum esse e corpore et ad corpus referri,2022-06-01 08:57:13,7,274
Ponatur sed sine hoc institutionem omnino,1991-04-03 05:55:32,12,449
Ne simulent et iis servire qui vel,2000-12-14 05:43:08,11,351
Laetamur iis quae recordamur Stulti autem malorum memoria,1993-02-06 09:43:35,6,58
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2010-08-21 12:28:56,15,583
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1992-06-08 11:38:28,6,313
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2017-08-04 01:32:36,9,6
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2004-04-08 06:43:58,8,126
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2023-11-20 02:28:23,14,273
Non placuit Epicuro medium esse quiddam inter dolorem,2014-04-24 07:54:44,5,516
Nec medium nec ultimum nec extremum sit ita ferri ut,2015-01-09 08:25:49,8,413
Rerum facilis est et ad usus civium non inutile nosque,1998-01-26 08:30:40,8,564
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2002-01-13 10:14:14,7,537
Nisi nescio quam illam umbram quod appellant honestum non,2000-01-01 12:48:21,5,90
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,1998-10-12 09:53:12,8,366
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2002-05-11 12:40:28,7,526
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2018-12-14 06:49:44,9,547
Libris quaeritur qui sit finis quid,2008-08-01 03:23:34,8,466
Plurimum afferat Nam diligi et carum esse iucundum,2008-02-09 09:21:14,13,210
Tantum enim esse censet quantus videtur,2012-02-12 07:31:42,7,85
Malum est vivere cum dolore,2008-08-21 01:20:50,8,230
De finibus bonorum et malorum fere a,2016-09-15 10:16:32,11,396
Nihil afferrent quo iucundius id est voluptatem et dolorem,1990-11-21 11:27:43,11,431
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2017-06-17 11:25:54,15,558
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2014-12-17 04:27:22,12,496
Ferrentur et ut dixi ad lineam numquam fore ut,1998-05-22 09:58:20,12,169
Iudicium retinent ne voluptate victi faciant id quod propositum,1999-07-17 01:04:11,7,28
Et urbane Stoicos irridente statua est in eo quod,1999-01-27 08:30:54,15,397
Non inviti legant Quis enim tam,1994-12-01 03:54:05,6,110
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2000-02-13 08:04:03,14,465
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2004-03-08 05:08:33,9,159
Beatus Multoque hoc melius nos veriusque quam Stoici,1996-11-07 10:26:37,13,31
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2020-08-08 12:32:49,8,520
Meis civibus si ad eorum cognitionem divina illa ingenia,2019-12-25 02:47:51,12,41
Vindicet et ipsius fortunae modice ferre doceat iniurias,1995-05-16 03:44:20,10,272
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2007-02-15 09:21:26,8,15
Epicuri sententia de voluptate a meque ei responsum,1991-01-10 06:11:31,8,176
Etiam oportet in eo quod semel admissum coerceri reprimique,2018-10-14 12:12:01,10,212
Iis servire qui vel utrisque litteris uti velint vel,2021-08-08 05:12:32,5,582
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2003-08-17 02:19:56,7,146
Nec quid eventurum sit provident ob eamque causam propter voluptatem,1998-04-13 10:47:45,7,37
Quem ad modum sit affectus eum necesse,2015-08-19 12:50:21,10,414
Cum eas voluptates quae ad amicos pertinerent negarent,2000-05-26 12:45:22,14,561
Desideraret quia quod dolore caret id in hominum,1993-02-23 09:54:47,7,93
Sunt sic inprobitas si cuius in mente consedit,2015-03-11 09:32:18,15,537
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,1996-06-19 12:57:24,8,311
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2021-03-15 01:02:25,12,38
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2007-02-08 05:20:41,8,261
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2000-12-27 02:30:18,11,160
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2000-02-15 08:53:22,7,269
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2012-01-13 03:30:17,6,2
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2002-09-10 09:01:30,11,44
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2012-09-11 07:20:04,14,390
Nihil sane -- 'At si voluptas esset bonum desideraret,2006-03-12 01:23:03,10,372
Ei responsum cum C Triarius in,2007-03-23 12:29:16,8,120
Iucunde Neque enim civitas in seditione beata esse,1997-01-19 11:57:00,11,412
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2014-06-21 11:53:14,15,384
Vel eum iure reprehenderit qui in una virtute,2005-08-22 11:44:59,14,296
Malum dolorem idque instituit docere sic Omne animal simul atque,1996-10-06 12:16:25,6,257
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2014-09-12 05:42:05,11,373
Philosophia defensa et collaudata est cum esset accusata,1998-02-05 01:23:09,9,214
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2012-02-15 03:48:32,7,255
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,1997-05-19 12:10:47,12,338
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2002-11-07 05:56:47,13,488
Ille quidem utrumque Phaedrum autem etiam,1999-03-12 01:22:38,8,369
Ut cognoscerem quoniam mihi ea facultas ut id apte,2015-09-21 04:43:08,12,417
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2014-06-22 05:03:35,12,174
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2015-05-22 09:44:27,8,331
Earum explicatis et ut dixi ad lineam,1990-12-09 05:01:30,8,568
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2004-07-23 01:36:45,8,237
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2007-06-22 04:22:43,10,455
A natura ipsa iudicari Ea quid percipit aut quid,2016-09-17 11:35:55,6,108
Delectamur cum scribimus quis est tam invidus,1991-02-27 07:05:16,13,62
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2000-09-07 04:10:39,9,440
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2016-11-18 11:25:54,7,325
Iucundo motu voluptatis Sin autem summa voluptas,2014-09-15 09:10:33,14,118
Malint modo legant illa ipsa ne simulent et,2019-11-05 08:54:01,8,7
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2007-03-20 06:24:09,13,226
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,1997-05-03 11:46:03,9,253
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,1997-09-27 12:47:24,12,424
Sunt qua ante quam nati et ad eos,2022-09-09 03:36:29,12,263
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1991-06-27 03:35:40,14,4
Divina illa ingenia transferrem Sed id,2022-07-06 03:03:08,13,508
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2014-10-26 04:48:29,12,585
Servire qui vel utrisque litteris uti velint vel si suas habent,2010-07-17 09:52:13,13,386
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2012-09-13 03:07:34,9,249
Et ortum esse e corpore et ad corpus referri,2014-05-05 06:19:40,10,443
Ponatur sed sine hoc institutionem omnino,2017-01-25 11:22:55,11,415
Ne simulent et iis servire qui vel,2012-02-06 08:27:52,6,158
Laetamur iis quae recordamur Stulti autem malorum memoria,2020-09-19 01:53:56,5,149
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,1999-02-17 03:21:15,11,313
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1992-05-21 01:35:47,11,441
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2006-04-10 04:49:47,10,280
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2023-11-19 11:44:03,5,2
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2015-11-11 02:59:35,6,555
Non placuit Epicuro medium esse quiddam inter dolorem,1991-08-01 07:55:13,6,400
Nec medium nec ultimum nec extremum sit ita ferri ut,2002-12-25 07:58:32,6,553
Rerum facilis est et ad usus civium non inutile nosque,2016-05-04 11:22:24,13,564
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2009-10-08 06:36:08,12,500
Nisi nescio quam illam umbram quod appellant honestum non,1990-03-05 09:40:25,15,54
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2015-12-05 05:18:12,6,269
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2001-09-08 05:19:04,11,11
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2007-10-07 09:20:32,13,205
Libris quaeritur qui sit finis quid,2003-06-12 11:11:54,8,136
Plurimum afferat Nam diligi et carum esse iucundum,1991-05-11 07:19:59,10,187
Tantum enim esse censet quantus videtur,2016-04-11 08:21:30,7,194
Malum est vivere cum dolore,2006-09-05 03:48:52,13,24
De finibus bonorum et malorum fere a,1999-11-22 05:21:59,12,398
Nihil afferrent quo iucundius id est voluptatem et dolorem,2014-10-03 06:59:38,9,287
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2013-11-04 02:14:29,10,354
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,1992-06-10 06:21:01,10,185
Ferrentur et ut dixi ad lineam numquam fore ut,2019-08-11 02:30:29,12,368
Iudicium retinent ne voluptate victi faciant id quod propositum,1996-06-24 09:03:04,11,285
Et urbane Stoicos irridente statua est in eo quod,2020-12-05 11:16:41,8,576
Non inviti legant Quis enim tam,2019-12-25 05:56:40,15,572
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1994-08-19 08:41:22,7,16
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,1993-07-21 08:15:54,6,456
Beatus Multoque hoc melius nos veriusque quam Stoici,2020-09-17 12:51:48,12,361
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2010-12-20 09:30:17,10,466
Meis civibus si ad eorum cognitionem divina illa ingenia,2014-04-09 11:52:30,6,341
Vindicet et ipsius fortunae modice ferre doceat iniurias,2021-01-02 02:30:13,12,519
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2015-05-13 07:51:04,9,350
Epicuri sententia de voluptate a meque ei responsum,1997-03-02 11:58:27,5,247
Etiam oportet in eo quod semel admissum coerceri reprimique,2007-10-26 02:21:57,11,426
